2020-05-12 21:13:53,650;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,664;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,677;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,692;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,708;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,722;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,736;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,748;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,763;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,779;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,791;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,804;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,816;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,830;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,848;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,860;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,875;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,892;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,904;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,918;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,931;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,943;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,955;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,969;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,983;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:53,997;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,010;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,024;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,039;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,052;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,067;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,081;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,095;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,110;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,124;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,138;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,155;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,170;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,184;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,198;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,212;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,226;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,241;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,255;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,269;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,283;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,297;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,310;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,326;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,340;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,355;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,370;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,384;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,399;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,413;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,428;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,442;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,456;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,472;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,486;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,500;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,514;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,529;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,545;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,563;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,576;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,591;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,605;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,619;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,634;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,648;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,663;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,677;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,692;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,706;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,720;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,735;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,749;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,764;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,785;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,802;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,816;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,830;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,844;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,858;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,872;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,886;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,900;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,926;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,944;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,959;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,976;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:54,991;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,006;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,025;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,040;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,060;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,075;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,091;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,108;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,121;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,134;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,147;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,160;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,176;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,190;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,203;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,216;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,229;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,244;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,260;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,276;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,289;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,307;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,319;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,332;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,344;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,362;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,379;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,392;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,408;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,420;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,437;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,459;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,479;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,497;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,513;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,531;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,548;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,565;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,584;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,598;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,613;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,630;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,647;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,662;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,681;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,701;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,719;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,740;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,754;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,772;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,787;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,800;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,816;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,829;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,843;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,856;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,872;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,892;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,908;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,927;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,941;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,954;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,968;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,980;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:55,993;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:56,005;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:56,019;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:56,032;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:56,046;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:56,060;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:56,075;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:56,092;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:56,107;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
2020-05-12 21:13:56,125;mon_cpu;10.55;0.01;6.70;0.11;0.00;82.63
