2020-05-12 21:13:51,665;mon_disk;sda;13.86;402.30;786.97;231112041;452094992;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
2020-05-12 21:13:52,673;mon_disk;sda;13.86;402.30;786.97;231112177;452095096;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
2020-05-12 21:13:53,677;mon_disk;sda;13.86;402.30;786.97;231112177;452095160;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
2020-05-12 21:13:54,683;mon_disk;sda;13.86;402.30;786.97;231112177;452095160;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
2020-05-12 21:13:55,693;mon_disk;sda;13.86;402.30;786.97;231112177;452095536;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
2020-05-12 21:13:56,700;mon_disk;sda;13.86;402.30;786.97;231112177;452095536;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
2020-05-12 21:13:57,707;mon_disk;sda;13.86;402.30;786.97;231112177;452096184;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
2020-05-12 21:13:58,712;mon_disk;sda;13.86;402.33;786.96;231128561;452096208;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
2020-05-12 21:13:59,716;mon_disk;sda;13.86;402.33;786.96;231128561;452096208;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
2020-05-12 21:14:00,722;mon_disk;sda;13.86;402.32;786.96;231128561;452096488;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
2020-05-12 21:14:01,732;mon_disk;sda;13.86;402.32;786.96;231128561;452096488;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
2020-05-12 21:14:02,736;mon_disk;sda;13.86;402.32;786.96;231128561;452096584;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
2020-05-12 21:14:03,741;mon_disk;sda;13.86;402.32;786.96;231128561;452096584;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
2020-05-12 21:14:04,746;mon_disk;sda;13.86;402.32;786.96;231128561;452096584;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
2020-05-12 21:14:05,750;mon_disk;sda;13.86;402.32;786.96;231128561;452097288;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
2020-05-12 21:14:06,756;mon_disk;sda;13.86;402.32;786.96;231128561;452097488;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
2020-05-12 21:14:07,761;mon_disk;sda;13.86;402.32;786.96;231128561;452097800;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
2020-05-12 21:14:08,771;mon_disk;sda;13.86;402.32;786.95;231128561;452097800;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
2020-05-12 21:14:09,783;mon_disk;sda;13.86;402.32;786.95;231128561;452097800;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
2020-05-12 21:14:10,789;mon_disk;sda;13.86;402.32;786.95;231128561;452098640;sdb;0.00;0.07;0.00;38048;0;sdb1;0.00;0.01;0.00;4232;0;sdb2;0.00;0.01;0.00;4152;0;sdb3;0.00;0.01;0.00;4160;0;sdb4;0.00;0.01;0.00;4176;0;sdb5;0.00;0.01;0.00;4160;0;sdb6;0.00;0.01;0.00;4424;0;sdb7;0.00;0.01;0.00;4168;0;sdb8;0.00;0.01;0.00;4176;0
