2020-05-12 21:13:51,665;mon_mem;Mem;16285496;15536680;748816;488844;377152;5277708;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,678;mon_mem;Mem;16285496;15537076;748420;488844;377152;5277708;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,692;mon_mem;Mem;16285496;15537416;748080;488844;377152;5277708;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,707;mon_mem;Mem;16285496;15538608;746888;488844;377152;5277904;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,719;mon_mem;Mem;16285496;15539220;746276;488900;377152;5277916;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,731;mon_mem;Mem;16285496;15539780;745716;488900;377152;5277916;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,743;mon_mem;Mem;16285496;15540544;744952;488900;377152;5277836;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,756;mon_mem;Mem;16285496;15541624;743872;488900;377152;5277836;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,775;mon_mem;Mem;16285496;15543600;741896;488900;377152;5277836;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,788;mon_mem;Mem;16285496;15547364;738132;488900;377152;5277836;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,800;mon_mem;Mem;16285496;15546624;738872;492820;377152;5281756;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,812;mon_mem;Mem;16285496;15544640;740856;488900;377156;5277832;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,826;mon_mem;Mem;16285496;15547888;737608;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,844;mon_mem;Mem;16285496;15543744;741752;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,856;mon_mem;Mem;16285496;15545216;740280;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,868;mon_mem;Mem;16285496;15546064;739432;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,880;mon_mem;Mem;16285496;15546352;739144;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,893;mon_mem;Mem;16285496;15548448;737048;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,905;mon_mem;Mem;16285496;15550016;735480;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,917;mon_mem;Mem;16285496;15548612;736884;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,929;mon_mem;Mem;16285496;15540732;744764;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,942;mon_mem;Mem;16285496;15540536;744960;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,954;mon_mem;Mem;16285496;15540496;745000;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,966;mon_mem;Mem;16285496;15540692;744804;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,979;mon_mem;Mem;16285496;15540496;745000;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:51,993;mon_mem;Mem;16285496;15540764;744732;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,006;mon_mem;Mem;16285496;15540772;744724;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,020;mon_mem;Mem;16285496;15540576;744920;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,034;mon_mem;Mem;16285496;15540576;744920;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,048;mon_mem;Mem;16285496;15540380;745116;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,062;mon_mem;Mem;16285496;15540672;744824;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,075;mon_mem;Mem;16285496;15541020;744476;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,090;mon_mem;Mem;16285496;15540824;744672;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,104;mon_mem;Mem;16285496;15540880;744616;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,118;mon_mem;Mem;16285496;15540684;744812;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,132;mon_mem;Mem;16285496;15540684;744812;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,147;mon_mem;Mem;16285496;15540960;744536;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,161;mon_mem;Mem;16285496;15540960;744536;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,175;mon_mem;Mem;16285496;15540764;744732;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,190;mon_mem;Mem;16285496;15540764;744732;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,206;mon_mem;Mem;16285496;15540968;744528;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,219;mon_mem;Mem;16285496;15541260;744236;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,233;mon_mem;Mem;16285496;15541260;744236;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,248;mon_mem;Mem;16285496;15540868;744628;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,262;mon_mem;Mem;16285496;15540732;744764;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,276;mon_mem;Mem;16285496;15541216;744280;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,291;mon_mem;Mem;16285496;15541020;744476;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,305;mon_mem;Mem;16285496;15541020;744476;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,321;mon_mem;Mem;16285496;15541408;744088;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,335;mon_mem;Mem;16285496;15541800;743696;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,350;mon_mem;Mem;16285496;15541652;743844;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,364;mon_mem;Mem;16285496;15541684;743812;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,379;mon_mem;Mem;16285496;15541332;744164;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,393;mon_mem;Mem;16285496;15541136;744360;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,407;mon_mem;Mem;16285496;15541616;743880;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,424;mon_mem;Mem;16285496;15541516;743980;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,438;mon_mem;Mem;16285496;15541516;743980;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,453;mon_mem;Mem;16285496;15541320;744176;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,467;mon_mem;Mem;16285496;15541344;744152;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,482;mon_mem;Mem;16285496;15541344;744152;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,497;mon_mem;Mem;16285496;15541344;744152;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,511;mon_mem;Mem;16285496;15541344;744152;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,525;mon_mem;Mem;16285496;15541148;744348;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,539;mon_mem;Mem;16285496;15540952;744544;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,553;mon_mem;Mem;16285496;15540560;744936;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,567;mon_mem;Mem;16285496;15540560;744936;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,582;mon_mem;Mem;16285496;15540852;744644;488900;377160;5277828;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,596;mon_mem;Mem;16285496;15540852;744644;488508;377160;5277436;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,610;mon_mem;Mem;16285496;15540460;745036;488508;377160;5277436;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,624;mon_mem;Mem;16285496;15540460;745036;488508;377160;5277436;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,639;mon_mem;Mem;16285496;15540712;744784;488508;377160;5277436;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,653;mon_mem;Mem;16285496;15540604;744892;488508;377160;5277436;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,670;mon_mem;Mem;16285496;15540408;745088;488508;377160;5277436;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,685;mon_mem;Mem;16285496;15539816;745680;488508;377160;5277436;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,700;mon_mem;Mem;16285496;15540332;745164;488508;377160;5277436;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,715;mon_mem;Mem;16285496;15540588;744908;488396;377160;5277328;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,729;mon_mem;Mem;16285496;15540588;744908;488396;377160;5277328;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,744;mon_mem;Mem;16285496;15540076;745420;488388;377160;5277336;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,760;mon_mem;Mem;16285496;15540620;744876;488388;377160;5277336;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,780;mon_mem;Mem;16285496;15541628;743868;488388;377160;5277336;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,795;mon_mem;Mem;16285496;15542352;743144;488388;377160;5277336;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,809;mon_mem;Mem;16285496;15542440;743056;488388;377160;5277336;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,823;mon_mem;Mem;16285496;15542244;743252;488388;377160;5277336;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,839;mon_mem;Mem;16285496;15542756;742740;488388;377160;5277336;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,855;mon_mem;Mem;16285496;15542856;742640;488388;377160;5277336;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,871;mon_mem;Mem;16285496;15543100;742396;488388;377160;5277336;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,884;mon_mem;Mem;16285496;15542904;742592;488388;377160;5277336;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,897;mon_mem;Mem;16285496;15542904;742592;488388;377168;5277328;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,910;mon_mem;Mem;16285496;15542984;742512;488388;377168;5277328;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,924;mon_mem;Mem;16285496;15542788;742708;488388;377168;5277328;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,938;mon_mem;Mem;16285496;15542788;742708;488388;377168;5277328;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,952;mon_mem;Mem;16285496;15542788;742708;488388;377168;5277328;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,966;mon_mem;Mem;16285496;15542892;742604;488388;377168;5277328;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,979;mon_mem;Mem;16285496;15542696;742800;488388;377168;5277328;Swap;27919352;4850176;23069176
2020-05-12 21:13:52,993;mon_mem;Mem;16285496;15542696;742800;488388;377168;5277328;Swap;27919352;4850176;23069176
2020-05-12 21:13:53,006;mon_mem;Mem;16285496;15542712;742784;488388;377168;5277328;Swap;27919352;4850176;23069176
2020-05-12 21:13:53,019;mon_mem;Mem;16285496;15543332;742164;488388;377168;5277328;Swap;27919352;4850176;23069176
2020-05-12 21:13:53,031;mon_mem;Mem;16285496;15542940;742556;488388;377168;5277328;Swap;27919352;4850176;23069176
